username,tweet_processed,target
Irv25,"@NIYANA man down,code 10...I'm going 2 try &amp; get some rest again...THANKS 4 ALWAYS SHOWIN' LOVE 2 ME...means a lot!!!  have a great nite!!",0
Eternal_Enigma,@Santooo78 sure w/e you say  but once you get sick again i'm going to be there to tell you I told you so =D,0
MissMadalena,@adrianwuzlike we could freaking walk to &amp; from there ,0
kezwilliams13,unfortunately i gotta suffer daytime tv all mornin ,0
shaminxo,@mrskutcher I like that photo of yours ,0
jemariie,@nicolerichie http://twitpic.com/590hi - lol. this is so cute. ,0
HannahRoze,@Mowg meeee tooo ,0
MaraBG,@Adamfyre I've been an activist my entire life. Happy day when I can be inactive ,0
RA3KiiD,@jeasyweezybaby I use jamglue.com and download straight from the internet. You took a whole 48 hrs to twit a nigga back!! ,0
Dannnnee,I am getting lots of followers ,0
wendztm,explaining twitter to a new friend ,0
therealmigo,"@anavalesmil It's ok, don't worry  ",0
Mewee,"http://twitpic.com/61g05 - me and my friend at work, paramedic at NATO meeting in Oslo yesterday ",0
ebayed,ebayed ! @afitillidie13 pretty decent. sold some shit on ebay and bought some boots. rad  lol so why g.. http://bit.ly/o6r5z,0
jessmarrieee,goodnight. :* the Cavs are pretty much fucked..hm. LETS GO LAKERS!! ,0
AlluringBri,going to sleep after finding a bunch of movies to watch through netflix ,0
lindanaiman,Reflecting on the coaching I've offered today to those recently laid off. Inspiring and fulfilling. v. happy. ,0
Luckystar1013,@sandeepparikh Nope just soon enough ,0
Noway57,Having my lunch with my mom and dad..tweet later ,0
nileshtrivedi,@prateekdayal Great post! Most of your recommendations are bang on.  Funding your startup by consulting on the side: http://bit.ly/pSSCh,0
Dannnnee,"@crazy_kidd88 Hello  Not alot, MySpacein' and looking through YouTube. What are you up to?",0
gabysslave,"Morning all! Looks to be a rainy day today, better make sure we take an umbrella! ",0
iz_g,@bar0s yes m'dear! yay i shall see you later ,0
k00kiecrisp,@jeffarchuleta Thanks for clearing up the confusion.  ,0
elehcimichele,@whatacatchsarah starbucks is the best ,0
markjeee,"@gregmoreno haha, i know, when i canceled my cards, they said i'll regret it, and it will ruin my credit score. and i can't do it! ",0
mshampton24,@gigimaguire I'm waitn on her so I can come n june she shld be back then  she musta fell n luv lmao,0
pri5cilla,@calurpal you look like a blonde emo! haha ,0
jimmyricard71,@TaraLynnFoxx do tell ,0
relynchjr,oh &amp;&amp;&amp; before i forget I want to welcome @theaaronecstasy to my twit fam ,0
ozjess,Woohoo 2weeks till P!NK concert in Sydney ,0
lizguana,@CompanyManComic - Who me? I don't know what you're talking about.  LOL!  ,0
Jamie_Cheroske,"Busy, busy, busy week. I'm excited. ",0
dhauenstein,"@curtw Always was, always will be. Scanners and code assessment tools suck big time when it comes to the REAL bugs. ",0
rachelhart,@brcphoto i can't complain!  hawaii is almost like oklahoma....you're not missing much   i'll have to check about aug. 15th.,0
nettsu,i'm heading home ,0
georgiarosek,@lilyroseallen Bahaha. Ok. Rant over now. Sorry for messing your page :S PS - looking forward to seeing you in Brisvegas in June... ,0
dannyishaute,@JuanMontoya yayyy! thats exciting I feel very honored ,0
xxKrissy,listening to a really sad song.. almost making me cry.. Here Comes Goodbye - Rascal Flatts. Going back into my lovey-dovey mood. ,0
DebraKay1,"Meg emailed me and is a good bet for the Labor Day weekend trip, although may just join us for a day....I'll finally get to meet her  ",0
PamsLove,@musicsinmyveins i like baseball myself ,0
nikkimac,More tye-dyeing. My friends are amazing. Be jealous ,0
icarlyfacts,"@JennetteMcCTeam Hey, can you give us a hand in followers? Thanks a ton! ",0
Deeze925,@IQofHbz true that!! It would be a little hard for me to catch all the shows! Lol but good reasoning ,0
Amy_Mitchell,New level of the mall opens tomorrow...guess whos going!?! MEEEEE! And going to see angels and demons  Im so excited ,0
vbadtz,"@wilshipley on Hartford?! My good friend lives on Hartford, behind the theater  Small world.",0
_alps,Check out hilarious nuggets at http://www.dubyaspeak.com/ ,0
hannah_tannah12,"@XxXLILASHEYYXxX oh, hey there cutie ",0
galangster,@lilalam WOOT! Thats awesome. Ill do it with ya next time ,0
leeleegrc,"@muffinzandcatz The window in my bedroom opens  But never fear, Freddy Mercury is safe and sound, subleasing Joanna's room.",0
egoins22,"@AdamGoldston mostly because we love their lifestyle! The trips, women, men worshipping them honestly is priceless ",0
offcialxmshae,@Tsmoov lol- To be honest i'm thinking you should refresh my memory i a little/ ,0
C_Joy,"Tearing myself away from the computer &amp; Ireland pics, need to get some rest so I'll be ready to face decluttering w/ @slmar ",0
SashaKane,"@barryfrangipane True to myself, keeps changing. In the end I hope will stand a woman who is mature. level headed and kind. ",0
Bizcuits,@theskorpion yeah but i'm about to go to sleep ,0
Indica22,@wentworthmiller yah gotta love the MIA!! ,0
pharmyr,is      the sun is back,0
hopeinhell,@johncarneyau really? where? - pics or it didn't happen..  and here i thought my fingers had magically invented a new thing.. *pouts*,0
CindiJoe,@mileycyrus .... hi miley i lov u ... i love your movieee  geniaal,0
callxmyxbluff,Just dropped spencer off at home... And im a big burly gay man! ,0
vfclicious,"going out w /laura,,,,, ",0
syndicate925,"@r0see way to spread the word  PS, we're going out for drinks once I get back to LA.",0
fastracer,I love my Slacker radio...got it from Woot.com for $49!! ,0
LauraShack,had a good day ,0
paavani,"@tarushikha dont worry, girls talks never finish  welcome to gang  @suddentwilight @twilightfairy @paavani @sharanya .",0
J23rd,Mom likes the two new PVs.  She's watching Crazy Moon atm.,0
zeet75,@forgotusername Yeah!  It looks awesome.  I really like it!,0
KNicholeMusic, FOLLOW ME!!!!  No really you should lol,0
FlyyGirl1985,is saying &quot;funny how you never know who you're going to need or who will need you. Respect Yourself+Respect Others! ,0
kattak33,"Life is so exciting! Get to see my boyfriend tonight PLUS Asha, my cat, is recovering from her injury. I am very blessed! Play time now. ",0
ericanicole_,myfoot is freezing. I need sleep. thanks to my followers  I feel so special :p,0
spurofmoment,On my way home. And I agree: Kyle sandilands is a shithead. THE CHASER TONIGHT ABC1 @the_chaser_ ,0
Flavio_Fachel,@crackpotideas tem ga�cho tb... ,0
NicoleForce,"@bobbyedner woo! love that place, see you on the 29th ",0
tehillamusic,@joelklampert your  now appear at http://bit.ly/UtVjN  ,0
muhmaid,At the melting pot! Happy hour. Yumm.  I hope I don't get bad gas from the cheese n beer LOL!,0
marufumega,(COME AND REEEEEEEEEEEESCUE ME) OK ITS THE LAST  BYE BYE ,0
kvonbelly,working on english project... fun .... ,0
iChelz,aww.he thinks I forgot about him..sorryy baby ,0
beyoncerockzz,I think someone on the TV is singing Irreplaceable... ,0
Korben,@Fredzone : c'est surement �a oui ,0
vixtoria_lee,"@npittman yeah totally, but i fear that i couldn't out run the bad guy. LOL i'd play DEAD haha. ",0
jwillensky,@LMMantion I thought it might be some kind of mandate. I better check google earth to see what color my roof is ,0
Tabz,@creepycat awhhh I understand ,0
whitebear4ever,In the train.  Working day in brussels. Sunny day ,0
shortylaney,"@cathysayss for reals! You have to go to Thursday's show too!!  if not, then we'll have to do lunch or dinner sometime.",0
grayscale_red,@mrs_acm yeah it must be darn good if it kept your attention haha ,0
emmie04,@mileycyrus For being basically stalked everywhere you go you handle it amazingly well. Always polite and humble  I cannot even imagine!,0
leximcmillin,"&quot;Excuse me, you don't sleep with my girl &amp; then ignore her. Have you seen her? You just don't. You should be so lucky to repeat that.&quot; ",0
NeekyT,chyeah with emmy at my house ,0
seanchoe,@micah Great post man. You deserved to be followed! ,0
ladykathrine,"Zoey's been awarded, the rain waited till it was over. Now its a perfect time for a cuppa and some tim tams ",0
Chilaili,"supporting online smoke industry  have no idea what it says on my pack, it's in Russian ",0
LovelyMsPumpkin,@triplejdools Def go to the pub ,0
Xenoss85,@music_business Whats good news in music business? ,0
EBjohns11,@arz_bayani u finally tweet with Charice  COOL!,0
reema226,@_alps i got the 1st answer after googling fir bore ho gayi  sorry! LOL @ guess by @brainstuck,0
snickers1015,@natesmom10 didn't you say goodnight earlier? has it been that long? lol. glad you're tweeting! ,0
paul_steele,@Volcaniczz ha ha sounds a plan ,0
sami_bby,@ShelbyRayne awww really thats adorable! i love zooey &amp; i wonder you she'll be in bones ,0
Tyna04,Bwahahahaaha.....ohhhh this dude think hes mackkkkkin!  ROFLMAOMF,0
AaronTheKaiser,"@bimada In some other countries after passing equal marriage, heterosexual divorce rates went down. ",0
StaciaKane,"@leatherzebra Rubbing alcohol will remove permanent marker from skin, fyi if you didn't already know. ",0
EmilyxRose92,@mileycyrus LOL well if you come to Australia that wouldnt be a problem since our night is your day and vise-versa ,0
catieronquillo,"so tired, but had a fantastic day learning from @danesanders, @genehiga, and @annhamilton ",0
Jessika129,jake  i think we could talk pretty much forever n never run out of things to say. your silence is never awkward,0
thomasrafael,is eating strawberries..  http://plurk.com/p/whkbw,0
Elin_Its_Me,"@mileycyrus You can read a book!  I do it when I cant sleep, do u have some good book? ",0
marhgil,@socialnate i've never been in the US. though i'm earning US dollars online.  you should visit manila. it's fun here esp during christmas.,0
trophywife13,going to my east side  apt to go night night in the nude LOL LOL LOL ,0
vrinek502,"@_kalamaraki_ akomi na pareis mac ki esi? Come, join the dark side (we have cookies) ",0
boilerfan_98,@Twiter_ME_This the phase that introduced me to ME  Love it!,0
thOFFICIALtrish,@jeffarchuleta Good that they didn't change your password! I hate hackers. Argh! ,0
savioseb,@anirudhc i'm not sure if it's a good idea... they're from a slum area... might not be a good idea to give them digicams? ,0
MissValerie209,"I dont NEED a man for ANYTHING in my life. But i sure do hate sleeping alone. But yes, im sleepin alone by choice   Its not as comfy tho.",0
GennaM,Listing to play one uk radio ,0
karemzita,@mileycyrus Hi miley! How are you? I'm from peru! ,0
kissofthewand,@GQbound never!!!!!!!! Sorry I fail at life ,0
bsodmyself,@bassguitar65 No problem; here's to more  mentions for you.  ,0
meszaroff,aww @JoelMadden thats sweet  she is too ,0
october_cmu,&quot;trying to convince you not to cheat is like trying to convince uncle earl skinny jeans dont make you look skinny if your fat!&quot; lmao!! HM ,0
nyxluna,@zaftigvegan oh i like this ! ,0
AnnaDuffy,@chaseface16 i saw your post! write which ones you like tooo  yay,0
caprosser,@BikePure Just put in my order for a BikePure jersey ,0
zawadiftikhar,Hawwwwwwwwwwwwwwwww BattleForge now free to Play  No 30$ fee required to download that is Simply Awesome  http://tinyurl.com/r36be7,0
prasannathani,"@Gecko85 for you, anything ",0
MS_thor,"playing gears, on msn nd watching OTH talk about multi tasking  but cant wait to go thru all of the OTH kinda excited haha!!!!",0
cheskamarie_,@Nanersz hayyyyy lmfaoo. omg. that means... phone?!  steppin it up... i'm lovin it.,0
ddbeliever,@cchristys Oh! You're flying all over the world in a few days to see Mika in various intimate acoustic gigs.  I'm the one who's jealous!,0
SooSpecial,GOODNIGHT FOLKS...I WAS PLEASED WITH MY DAY ,0
estrella_bby,@caitlinduhhh your a twat ,0
smiffe,"@Sandria_dore morning from England, great choice have a good day!! ",0
goodlaura,@greentide You talking about me??  I'm thinking I need to reduce my number of tweets. Wonder if I annoy people.,0
MyDogAteLA,@colliderfrosty I'm so excited!!! ,0
AlexSherstinsky,"@generationg Graham, is that your home state? ",0
danceKAYdancee,@francis_co ehhhhhh. lol. hows it going with...?! lol ,0
baldeggie,@enricoeric: have FUN ,0
MeleenCarlos,10 year-old ready for school. need to enroll the 2-year old. Daddy should do this tommrow. ,0
Sharky_B,Watching Almost Famous &amp; drinking sleepy time tea...nighty night ,0
b3ni,Evry1 is asking why am i covering my afro today? Bad afro Day ,0
caylamarie,@crazybenavente you always create amazing things!! p.s. brainstorm cover art for the MSL cookbook? ,0
chaarmaainee,"@datgirlispoison Lol! I wanted to make y'all a pic, but he got off the train... It was a nice beige curdoroy too ",0
theearlystrike,"@LPODDAYUNGEN hey! That's awesome, we actually at the moment don't have any dates set but we should be going there sometime ",0
danspam,@darren zoom:1; that is invalid. ,0
theaaronecstasy,@relynchjr Thank you very much. ,0
mel95,"Good no test today,  but i have one tomorrow and the next day ",0
chicgrl94,@wentworthmiller lol. you must b really bored. ur lyk the super dj rite now and lol i agree wit u on M.i.a! ,0
nileshtrivedi,@piyush_ranjan BrandPeek http://brandpeek.com uses sinatra too! Delightful piece of code ,0
tweetupwest,@nickrogers70 Anyone; the more the merrier ,0
LiLChickie,@shineonrochh Please don't stop...I want a taste of what you got....bahahahaha!!!! love it!!! one of my fave songs by him ,0
andycrash,"Thank you Blip.FM for not updating again.  That's all right, I ENJOYED the new adds.  http://blip.fm/CrashKelly",0
lidiaaw,"@dizonkristine Do I have to?! There are 5 boxes of just CDs and DVDs  I'll try, hopefully sometime this week haha",0
insearchofnkotb,@ajsweetheart yeah there were 4 of us in our room  we have a few vids... Our youtube channel is insearchofnkotb ,0
platypustammy,@meliiindaaa thank you  but you know what I'm talking about D:,0
kimballroundy,@CashCrawler Thanks Case! No sign yet... Her name is Marinda Annette Roundy  After my grandmother and Brooke's grandmother...,0
